"species","native_area_km2","threatened_area_km2","ratio"
"Carex disticha",2316951.81963801,39476.7920697939,0.0170382447037511
"Carex divisa",1067490.15780984,16931.6180953157,0.0158611467950713
"Carex divulsa",1718255.73146519,51154.8925157568,0.0297714080500322
"Carex extensa",584742.435668737,50479.5819723101,0.0863278922361423
"Carex flacca",2800206.55558019,10051.1681929595,0.00358943813374399
"Carex gravida",92194.5141210772,33690.1264817014,0.36542441600654
"Carex laevigata",871157.080733797,29942.2389720977,0.0343706544253496
"Carex laevissima",183698.851370752,0,0
"Carex livida",1129387.35674639,11099.0923364627,0.00982753372451206
"Carex melanostachya",692689.874111761,85896.6294521664,0.124004453742466
"Carex mesochorea",40848.3323933056,15644.9981013052,0.383002124803242
"Carex muricata",2370996.97153604,322770.355272831,0.136132757294804
"Carex nigra",4900701.4160601,71584.0064527588,0.0146068899888842
"Carex pallescens",4533692.35044897,258229.905709215,0.0569579684169886
"Carex panicea",3470988.83059448,444333.506787113,0.128013522507075
"Carex paniculata",2239026.67632041,477775.440162164,0.213385327300939
"Carex parvispica",17318.1779014407,16916.3385966428,0.976796675315108
"Carex pendula",2085479.035647,61459.3114833711,0.0294701171447182
"Carex pilulifera",2443221.03407121,6973.24425113396,0.0028541192769261
"Carex praticola",118171.494164058,14067.5397239868,0.119043427719183
"Carex punctata",403573.683253268,39312.4686899926,0.0974108826251724
"Carex rostrata",4914750.67636404,426192.512459395,0.0867170158822165
"Carex secalina",266169.657657861,68811.9045403019,0.25852647948608
"Carex straminea",14102.4983205755,10776.4523067511,0.764152000715239
"Carex strigosa",843649.943942785,46164.1985983848,0.0547196131877128
"Carex swanii",660127.93568671,131700.619604357,0.199507720374465
"Carex sylvatica",2870895.09588295,6936.71812965947,0.00241622138670521
"Carlina acaulis",1289890.73707675,84148.459394189,0.0652368894321181
"Carlina biebersteinii",2013033.50768565,100906.094444959,0.0501263859045094
"Carlina vulgaris",2785975.33498038,34316.7658419903,0.0123176847300524
"Carpesium abrotanoides",306392.218897789,9540.17479502454,0.0311371314498267
"Carpesium cernuum",397051.146438744,82614.525131628,0.208070234458758
"Carpinus betulus",3477559.7120088,251236.620005583,0.0722450916192771
"Carrichtera annua",156068.433004308,5027.97853426548,0.0322164991182215
"Carthamus dentatus",29651.9487033432,0,0
"Carum carvi",4936815.63650986,476520.326587059,0.0965238246012241
"Casearia nitida",35157.4487742804,0,0
"Cassytha pubescens",772875.95480384,0,0
"Castanea dentata",992983.259820335,619599.574873573,0.62397786543318
"Castanea sativa",569278.757195164,136697.404710465,0.240123846152231
"Castilleja coccinea",876694.435306378,274319.103812436,0.3129016140231
"Catabrosa aquatica",2207964.12944261,502507.554475533,0.227588640492265
"Catalpa longissima",25450.1939466947,75.7511351505756,0.00297644628206904
"Catananche caerulea",1074387.5430416,7486.25737357648,0.00696793016827322
"Catapodium marinum",454059.401622973,2086.99402378565,0.00459630175330799
"Catapodium rigidum",1821861.97359505,29646.9113630518,0.0162728635828268
"Catharanthus pusillus",247679.20451157,1683.48623020911,0.00679704310876234
"Caucalis platycarpos",1469872.9063055,394039.556915831,0.268077297857161
"Cedrela odorata",1303293.81347947,485549.016057752,0.372555298763719
"Ceiba pentandra",1804829.67805819,28621.8794455723,0.0158584933490048
"Celtis australis",1746381.61068421,5509.97533727063,0.00315508094196656
"Celtis caucasica",103487.489513805,13231.6835151415,0.127857807521522
"Centaurea arenaria",117846.025046556,1519.39953287579,0.0128930910675649
"Centaurea calcitrapa",1406315.9801276,41498.0014160806,0.0295083053897428
"Centaurea cyanus",546917.003335563,99125.3359167725,0.181243836472851
"Centaurea macroptilon",34261.7363101092,2923.36412310018,0.0853244592346483
"Centaurea melitensis",711538.625489547,0,0
"Centaurea montana",1635635.11580135,138858.372675787,0.0848956905695655
"Centaurea nemoralis",515775.976017673,18736.2900870049,0.0363264109966279
"Centaurea nigra",1886841.58744312,68899.7826073392,0.0365159338578635
"Centaurea nigrescens",610289.313657261,41071.5729001107,0.0672985287158027
"Centaurea phrygia",1525193.29319132,55738.1855323958,0.0365449977922268
"Centaurea salonitana",135803.162539561,0,0
"Centaurea solstitialis",2227645.01474694,30529.4463876398,0.0137048076266801
"Centaurea stoebe",1902667.30156301,134383.988322038,0.0706292625156507
"Centaurea varnensis",0,0,NA
"Centaurium erythraea",3723845.34799792,507832.07852257,0.136373031386924
"Centaurium littorale",511669.325126796,114735.161423216,0.224236935436345
"Centaurium maritimum",486601.070654489,4655.66548146777,0.00956772551939887
"Centaurium pulchellum",2400453.81009887,545920.959945536,0.227424063586981
"Centaurium tenuiflorum",552802.251635993,1204.37578090818,0.00217867379762634
"Centella erecta",515302.380288938,3575.33565650735,0.00693832552161432
"Centrostachys aquatica",54553.1885017144,0,0
"Cephalaria alpina",85012.0567894654,6860.72034910448,0.0807029097777887
"Cephalaria syriaca",39901.9264590418,14027.2718442717,0.351543724553508
"Cerastium brachypetalum",1542897.13574803,35927.4598326699,0.0232857129618374
"Cerastium comatum",18237.1255607332,5017.50856026788,0.27512606323615
"Cerastium diffusum",691540.983892407,37681.0327615302,0.0544885026906702
"Cerastium fontanum",3113777.95388272,68512.465639643,0.0220030029932647
"Cerastium glomeratum",2867440.6085366,83021.9785350672,0.0289533384886523
"Cerastium grandiflorum",11800.3341471868,0,0
"Cerastium holosteoides",5478639.97715058,37027.996635326,0.0067586110402867
"Cerastium pumilum",1585995.29430005,27433.2110729113,0.0172971579244303
"Cerastium semidecandrum",2173414.23489747,50947.0211119022,0.0234410082964721
"Ceratocapnos claviculata",931896.451589515,3306.54909292743,0.00354819367247028
"Ceratophyllum demersum",7380851.83305746,100032.999085682,0.0135530425685628
"Ceratophyllum muricatum",7837.59223893485,2388.18794295845,0.304709389076742
"Ceratophyllum submersum",1235164.43336845,458110.539271345,0.370890325931763
"Ceratopteris thalictroides",665301.621100408,0,0
"Cerbera manghas",374962.733477273,482.790165074776,0.00128756839539105
"Cerbera odollam",190699.622499959,62298.4761061526,0.326683793546398
"Cercis canadensis",3167025.7638671,130538.086794752,0.0412178796535454
"Ceriops tagal",357636.225828873,482.790165074776,0.00134994760096196
"Chaerophyllum aureum",993319.808531584,72767.1886829513,0.0732565565067331
"Chaerophyllum bulbosum",1224335.97330501,31868.0449007267,0.0260288397919904
"Chaerophyllum hirsutum",1156697.55528691,919.523090173764,0.000794955505845851
"Chaerophyllum temulum",2649735.73808505,53577.5955689984,0.0202199769580488
"Chaiturus marrubiastrum",671248.890506648,12390.7978091636,0.0184593196121504
"Chamaecrista mimosoides",2593399.92034956,0,0
"Chamaecrista serpens",44772.9812059298,0,0
"Chamaecytisus albus",70723.4581480415,40258.96167346,0.569244812508858
"Chamaecytisus hirsutus",557256.059698867,13737.7360948517,0.0246524660535326
"Chamaecytisus ratisbonensis",152351.246754039,30242.994250089,0.198508347614079
"Chamaelirium luteum",538643.11589836,200011.994204324,0.371325629718185
"Chamaemelum fuscatum",355779.075193295,0,0
"Chamaemelum nobile",1149095.80097538,144605.869852959,0.125843180116239
"Chamaerops humilis",940081.664196757,229.061964630424,0.000243661772539882
"Chasmanthe bicolor",17283.678221685,17174.8176301944,0.993701537942662
"Chenopodiastrum murale",2050274.36839582,458575.989405267,0.223665669567955
"Chenopodium acerifolium",188269.162569264,0,0
"Chenopodium detestans",9561.09617542633,9561.09617542633,1
"Chenopodium hircinum",14123.0107336377,5611.93180205862,0.397360867870213
"Chenopodium opulifolium",1199826.69620546,269395.069970486,0.224528317983312
"Chenopodium pratericola",143839.89595633,15227.0145275439,0.105860856101891
"Chenopodium standleyanum",40870.7503400211,13635.2088858312,0.333617777319821
"Chenopodium vulvaria",2240210.71664572,492993.540946724,0.220065700643057
"Chimaphila umbellata",4657486.18656332,696784.075786169,0.149605183542222
"Chloranthus erectus",54998.2488335576,411.567638239311,0.00748328623125524
"Chorispora tenella",1159181.64968124,3066.61707208461,0.00264550174075641
"Chrozophora plicata",171796.949303085,2086.99402378565,0.0121480272627179
"Chrysopogon aciculatus",322783.886082672,65130.074519621,0.201776102611702
"Chrysopogon serrulatus",69442.1293036464,0,0
"Chukrasia tabularis",150037.111706267,56306.0740347105,0.375280978115221
"Cicendia filiformis",902077.604907464,169115.471290856,0.187473306477001
"Cicerbita alpina",1156851.20313695,5906.95484623465,0.00510606275916662
"Cicerbita macrophylla",122095.442553352,22466.1215527501,0.184004587582645
"Cicerbita plumieri",180336.943133412,9775.03444015682,0.0542042815538097
"Circaea lutetiana",2888691.12520662,103403.969415651,0.0357961322044268
"Cirsium altissimum",1088542.18044493,51852.4216466121,0.0476347380727296
"Cirsium canum",816861.369192468,114027.24766859,0.139591920941635
"Cirsium erisithales",463910.558470757,68442.6240105527,0.14753409414989
"Cirsium helenioides",442876.681021969,0,0
"Cirsium heterophyllum",3333366.3685396,143915.344310096,0.0431741754126919
"Cirsium lineare",38944.7205741497,3921.91094759869,0.100704559944948
"Cirsium oleraceum",3216788.77514067,71825.6996793731,0.0223283854490048
"Cirsium palustre",4397330.20407352,0,0
"Cirsium pyrenaicum",258733.337068183,140.414026170648,0.000542697851624916
"Cirsium rivulare",1086248.77300956,80694.5383157983,0.0742873458832329
"Cirsium vulgare",6960926.40339475,3554.35702765947,0.000510615516050573
"Cissampelos pareira",685301.155697861,75.7511351505756,0.000110537001901647
"Cissus nodosa",5961.35113617181,0,0
"Cissus repens",75862.4077986992,482.790165074776,0.00636402375147199
"Cissus verticillata",1441574.5873383,218.473867803894,0.000151552246913065
"Cistus inflatus",182571.584526936,18404.9955305585,0.100809748561081
"Cistus laurifolius",827858.195710734,442.539623073352,0.000534559693153031
"Cistus monspeliensis",1033593.58915164,229.061964630424,0.000221617052422351
"Cistus salviifolius",1845560.93292786,41641.0835461102,0.0225628332303552
"Citrullus colocynthis",1216472.88493825,4965.20400092506,0.00408163968338439
"Clausena excavata",66130.6968532019,482.790165074776,0.00730054555672507
"Claytonia sibirica",499557.858321938,1300.56831745625,0.0026034388125231
"Clematis alpina",834903.607324906,7942.89463497875,0.00951354691163496
"Clematis brevicaudata",138975.195129971,2527.26000245773,0.0181849717864704
"Clematis fusca",458282.756742309,10359.9542089853,0.0226060310072077
"Clematis glauca",150068.988420562,27337.4740685795,0.182166044805789
"Clematis integrifolia",687284.926610291,165872.912134445,0.241345191364134
"Clematis orientalis",352205.947010889,2623.23461311011,0.00744801340060565
"Clematis recta",1065346.75427606,98014.4427829835,0.0920023855046029
"Cleome ornithopodioides",2.01829137571901,0,0
"Cleretum apetalum",2814.85775527621,2752.48743802312,0.977842462150641
"Clerodendrum laevifolium",26798.6914800416,482.790165074776,0.0180154380087675
"Clerodendrum quadriloculare",86590.4120274343,70463.1355460748,0.813752168354969
"Cleyera japonica",214669.851257821,0,0
"Clianthus puniceus",52629.4578042649,51953.0277318507,0.987147310638657
"Clinopodium acinos",3592953.71472871,139940.806683332,0.038948680610515
"Clinopodium arkansanum",294088.038039229,36460.6850906401,0.12397881033766
"Clinopodium menthifolium",1213615.06325977,24373.0338862488,0.0200830021183016
"Clinopodium nepeta",1442257.93465152,37104.4947445339,0.0257266705580643
"Clinopodium umbrosum",37999.5369796197,0,0
"Clivia nobilis",14437.0743192995,14105.887434933,0.977059972329448
"Clypeola jonthlaspi",623434.472403881,7546.09848609658,0.012104076402769
"Cnidium silaifolium",11704.6492334862,0,0
"Coccoloba uvifera",810119.361298438,300.408340572095,0.000370819850658313
"Coccothrinax barbadensis",6740.78129678862,2314.69208193161,0.34338631977785
"Cocculus hirsutus",252870.995907064,700.06133261483,0.00276845246764528
"Cochlearia danica",958100.343244754,331.391017185737,0.000345883413488226
"Cochlearia officinalis",619867.019863837,70009.5969814056,0.112942929270191
"Coleus scutellarioides",713439.566956871,482.790165074776,0.000676707863476209
"Colubrina asiatica",181287.025864475,8517.90157894379,0.0469857207835245
"Colutea arborescens",1768869.04598378,360420.516098438,0.203757602586112
"Commelina benghalensis",2714389.71421175,411.567638239311,0.000151624372905801
"Commelina caroliniana",24380.2976089854,19655.4805965752,0.806203472648797
"Commelina erecta",5677524.54258435,113934.488545439,0.0200676347043279
"Commelina forskaolii",1030958.55575127,0,0
"Commelina paleata",5158.38994549353,5128.94936522145,0.994292680355079
"Commelina paludosa",114633.004794837,5967.27363035126,0.0520554585569062
"Commelina virginica",1174455.75212731,40395.40519039,0.0343949996559863
"Conioselinum chinense",199844.351663862,40459.5797351403,0.202455457951563
"Conium maculatum",3906434.57460663,78203.5249394231,0.0200191564573427
"Conocarpus erectus",863192.19800602,32282.6823801595,0.0373991823081033
"Conopodium majus",1261830.8398675,12071.7952578506,0.00956688874327892
"Conringia orientalis",409031.699455875,274655.522690622,0.671477352625701
"Convallaria majalis",5638613.86626267,8061.95329033814,0.00142977573594372
"Convolvulus althaeoides",1048168.14457631,0,0
"Convolvulus arvensis",9289738.63300277,57834.927372911,0.00622567863938026
"Convolvulus betonicifolius",95384.1349682105,0,0
"Convolvulus pilosellifolius",37797.9562142189,3818.33677291139,0.101019662313779
"Corchorus depressus",338653.069933403,3482.56706246047,0.0102835833236218
"Corchorus fascicularis",669441.958152501,0,0
"Corchorus olitorius",663707.730805561,0,0
"Corchorus trilocularis",189623.627079275,5363.39270270051,0.0282844115225065
"Corispermum algidum",17922.5414748909,6166.09037647901,0.344041071692739
"Corispermum hyssopifolium",243094.14512663,0,0
"Corispermum intermedium",18570.6291401864,0,0
"Corispermum marschallii",108025.615092808,8529.03557127592,0.0789538255713554
"Corispermum nitidum",63077.2579134886,4234.10621817357,0.0671257178614313
"Cormus domestica",1341868.93137261,96870.3164053954,0.072190594878969
"Cornus canadensis",4011772.17094252,2138.07234493579,0.000532949592806382
"Cornus mas",2587088.3544689,84148.459394189,0.03252631834117
"Cornus sanguinea",4406012.05697188,18904.6977844013,0.00429065956696313
"Coronilla cretica",82166.3966582928,0,0
"Coronilla scorpioides",1091428.33349179,442.539623073352,0.00040546832942988
"Coronilla securidaca",187109.79910069,41832.9678657958,0.223574436330211
"Coronilla vaginalis",331020.924849996,7296.72011869988,0.0220430781589002
"Coronilla varia",3820014.86695627,3159.8314486228,0.000827177788221675
"Corrigiola litoralis",1188035.34724378,290497.645389159,0.244519362208463
"Corydalis bracteata",376756.385237866,18529.5619589002,0.0491818126644398
"Corydalis capnoides",273729.349610356,11100.6669854262,0.0405534408393823
"Corydalis cava",2352426.07532213,168265.89766054,0.071528665417254
"Corydalis ochotensis",119649.284939645,5690.01794485953,0.0475558040127843
"Corylus avellana",5884153.64650353,31909.1996960487,0.00542290388950154
"Corylus colurna",98773.2050093294,12853.3616396564,0.130130045273335
"Corylus heterophylla",412218.649926271,13352.2440381374,0.0323911692023775
"Corynephorus canescens",1792979.85949338,24334.1750693392,0.0135719176880297
"Cota tinctoria",4540003.07857336,83990.6084955362,0.018500121484924
"Cotinus coggygria",2714945.23213509,83128.1085705435,0.0306187055217942
"Crambe cordifolia",3186.89689035158,1309.53188000571,0.410911279862977
"Crambe hispanica",228392.016559346,0,0
"Crambe maritima",776891.911953516,141321.971121673,0.181906863679807
"Crambe orientalis",109186.97800128,7851.69588369087,0.0719105522235337
"Crassula aquatica",551003.246612058,253130.887591215,0.459399992917711
"Crassula campestris",58398.8854286843,841.68086722945,0.0144126186835757
"Crassula helmsii",521750.680519431,9068.9804190434,0.0173818276768029
"Crassula peduncularis",425818.494776613,14597.2267367849,0.0342803962623622
"Crassula tillaea",1125494.01855727,65677.0292619344,0.0583539567328159
"Crassula vaillantii",321572.39469921,2121.7036118717,0.00659790344832395
"Craterostigma nummulariifolium",72545.1831582951,37264.3216635845,0.513670515963451
"Crinum asiaticum",556238.41043018,482.790165074776,0.000867955459425031
"Crinum moorei",90885.1298824681,90283.6701488448,0.99338219866769
"Crinum zeylanicum",9557.01188695592,8881.32255495217,0.929299101016502
"Crithmum maritimum",959070.039459434,25689.4130471148,0.0267857528544988
"Crocosmia masoniorum",4425.80600170538,4425.80600170538,1
"Crocus biflorus",142874.469154401,0,0
"Crocus chrysanthus",128900.60713797,6104.07432667253,0.0473548919761021
"Crocus flavus",95719.1161317794,0,0
"Crocus heuffelianus",183471.183277006,8235.80055043762,0.0448887961767988
"Crocus longiflorus",27571.9564039275,229.061964630424,0.00830778785787558
"Crocus sativus",33596.7988298055,15041.2694591336,0.447699482778987
"Crocus speciosus",114047.715556375,41506.8655669903,0.363942980922515
"Crocus tommasinianus",49965.655204597,26189.1398317803,0.524142828199535
"Crocus vernus",932183.728123047,19584.6466350931,0.0210094276956827
"Crossostephium chinense",81667.1092145005,44010.6224232917,0.538902660405143
"Crotalaria alata",91070.4990224448,10332.4935556976,0.113455989223812
"Crotalaria angulata",9278.93635355431,9248.53870790512,0.996724016148947
"Crotalaria grahamiana",5899.07685871997,5899.07685871997,1
"Crotalaria laburnifolia",236395.202910042,14196.707348176,0.0600549722389182
"Crotalaria linifolia",16910.3742755406,0,0
"Crotalaria mysorensis",17238.0586891829,0,0
"Crotalaria prostrata",36253.4786226547,0,0
"Crotalaria quinquefolia",25629.1845598312,0,0
"Crotalaria sagittalis",863013.840989174,0,0
"Crotalaria triquetra",3171.67164364221,0,0
"Cruciata glabra",1737863.33697389,70465.1974065816,0.0405470303144097
"Cruciata laevipes",2826499.33658346,2636.72740677447,0.000932859729576878
"Cruciata pedemontana",414125.930861416,24132.5554627372,0.0582734710974014
"Crupina vulgaris",932921.694199185,17315.9249948723,0.0185609629431291
"Cryptocoryne walkeri",5982.90521786987,5977.42531899792,0.999084073928569
"Cryptocoryne wendtii",0,0,NA
"Culcita macrocarpa",47142.3685511097,46266.1061946824,0.981412424038956
"Cullen corylifolium",171131.1223059,149095.709408807,0.871236671622452
"Cupressus sempervirens",228006.942369375,9483.84497237134,0.0415945447705156
"Curculigo capitulata",164946.970302914,411.567638239311,0.00249515124456966
"Cuscuta approximata",552036.376469059,0,0
"Cuscuta australis",574464.061127267,4363.087047636,0.00759505658034437
"Cuscuta chinensis",99971.4376938338,4910.89762850974,0.0491230069487401
"Cuscuta epilinum",101117.615269456,101117.615269456,1
"Cuscuta epithymum",2610440.73495111,252061.876559757,0.0965591262750802
"Cuscuta europaea",2755656.63984774,138.337516587112,5.02012894446659e-05
"Cuscuta lupuliformis",635296.33761434,1082.69624546389,0.00170423813480434
"Cuscuta monogyna",174987.058644268,25304.6006370978,0.144608411805697
"Cuscuta reflexa",106729.017298993,0,0
"Cyanotis cristata",178222.630929088,0,0
"Cyanthillium patulum",5108.60857678998,0,0
"Cyathula prostrata",782316.244422631,6469.48726504896,0.00826965732997606
"Cycas circinalis",111723.278864296,110899.762816788,0.992628966354374
"Cyclamen coum",237445.099894296,56011.15311213,0.235890962319562
"Cyclamen purpurascens",644530.261590881,75615.8268702881,0.117319280996438
"Cyclamen repandum",300414.641782042,3462.52192360655,0.0115258094714261
"Cylindropuntia tunicata",288971.327220334,60782.3945149456,0.210340572885283
"Cymbidium aloifolium",171751.965990807,88567.569771945,0.515671359340861
"Cymbopogon flexuosus",16408.7571645032,6738.94511153244,0.410691988672408
"Cynara cardunculus",943037.681359757,299854.396680249,0.317966506118708
"Cynodon dactylon",8359352.28482169,118481.946653559,0.014173579796211
"Cynoglottis barrelieri",95967.9417330133,0,0
"Cynosurus cristatus",2816758.28084224,0,0
"Cynosurus echinatus",1236095.87381473,30238.4878187397,0.0244628984363651
"Cyperus acuminatus",251485.000665528,61750.4463771001,0.245543257902794
"Cyperus alopecuroides",214238.299914517,0,0
"Cyperus articulatus",654608.227142636,2882.57755016667,0.00440351561536145
"Cyperus corymbosus",16063.3620610749,7587.71613843899,0.472361645687218
"Cyperus cuspidatus",338577.108138326,0,0
"Cyperus cyperoides",698730.920992383,0,0
"Cyperus digitatus",244616.936264028,0,0
"Cyperus distans",415986.300555736,602.920216651886,0.00144937517376513
"Cyperus dubius",174178.671040088,15268.6218577618,0.0876606863893665
"Cyperus flavescens",1658880.78412899,394772.919226008,0.23797546092698
"Cyperus flavidus",440102.896448786,15936.6284887849,0.0362111420246911
"Cyperus fuscus",2694971.90601052,157262.159172143,0.058353914124821
"Cyperus glomeratus",447393.861922105,10157.1412459708,0.0227029070142657
"Cyperus hamulosus",24194.9425724027,2364.42154011723,0.0977237921950741
"Cyperus hyalinus",1533.00827714633,0,0
"Cyperus imbricatus",257302.531022866,0,0
"Cyperus iria",1381519.13244397,411.567638239311,0.000297909474124495
"Cyperus laevigatus",648973.010548591,8082.56919648012,0.0124543995899733
"Cyperus longus",1644178.29916358,13045.9972346572,0.00793466088276069
"Cyperus melanospermus",39512.8264316054,0,0
"Cyperus neotropicalis",14952.2499016349,2.0859203129158,0.000139505447450268
"Cyperus papyrus",647419.931491352,10881.3918185041,0.0168073166876999
"Cyperus pilosus",154225.587852316,0,0
"Cyperus polystachyos",1170884.21587581,0,0
"Cyperus procerus",117021.23251512,0,0
"Cyperus pumilus",173299.984986867,0,0
"Cyperus rotundus",2876594.27791449,10620.7871699402,0.00369213943428971
"Cyperus serotinus",241903.539443524,79437.2507761415,0.328383995368068
"Cyperus stoloniferus",21481.2927620929,0,0
"Cyperus tenuiculmis",366552.378547526,0,0
"Cyperus unioloides",47062.6835404928,2385.62699806525,0.0506904158155931
"Cyrtococcum oxyphyllum",20106.7043260091,5899.07685871948,0.29338855155336
"Cyrtomium falcatum",180078.179423838,23231.364316494,0.129007103419321
"Cyrtomium fortunei",352153.861971347,19069.7358666954,0.0541517158435906
"Cyrtosperma merkusii",32591.711133785,482.790165074776,0.0148132806863985
"Cyrtostachys renda",133429.43353977,482.790165074776,0.00361831832952265
"Cystopteris fragilis",7492307.83526932,264883.646146875,0.0353540794066096
"Cytisus decumbens",225922.80706013,28737.7516525028,0.127201640358754
"Cytisus nigricans",685810.26415106,169360.704100156,0.246949794940445
"Dactyloctenium aegyptium",4099253.6281661,0,0
"Dalbergia melanoxylon",703073.070114222,15851.8979721006,0.0225465867573697
"Dalea candida",1719353.02784781,320496.778163123,0.186405451918332
"Dalea purpurea",1788082.88289632,694792.242629649,0.388568253337468
"Dasiphora fruticosa",7286703.33484827,244444.932302248,0.0335467111901212
"Dasypyrum villosum",125291.87642952,455.498004409598,0.00363549511261274
"Daucus aureus",86151.1541662885,0,0
"Daucus carota",5600091.98527937,3728.55968771233,0.000665803293501852
"Daucus glochidiatus",2281271.35308377,28651.1579572098,0.0125592941490629
"Daucus pusillus",1204800.35774753,15939.6665225348,0.0132301309673706
"Decalobanthus peltatus",72186.0484054156,0,0
"Delphinium ajacis",853403.173021329,3081.52070164073,0.00361086154710573
"Delphinium consolida",3918331.35173066,446014.942881479,0.113827775868032
"Delphinium elatum",1990002.33633782,172001.261327577,0.0864326931616116
"Dendrobium antennatum",13738.8165189147,0,0
"Dendrobium crumenatum",290837.84328153,2246.41656230518,0.00772394863391505
"Dendrobium mirbelianum",7354.4725047826,0,0
"Dendrolobium umbellatum",109287.325917291,13998.7790054423,0.128091513704313
"Dentella repens",504309.020810264,163922.707475836,0.325044170759556
"Deschampsia cespitosa",7266702.91634005,269103.063328667,0.0370323469153468
"Deschampsia setacea",371538.028029897,6787.77915095604,0.0182694061949692
"Descurainia sophia",4641102.94897575,25375.4625657177,0.0054675500295286
"Dianella ensifolia",547473.527123388,848.819796557126,0.00155043075967
"Dianthus armeria",2211999.00698095,657413.400515287,0.297203298211494
"Dianthus barbatus",1570072.31615755,82365.7282298619,0.0524598309149454
"Dianthus campestris",345954.966996732,0,0
"Dianthus carthusianorum",2007308.94570621,492353.337408395,0.245280298511885
"Dianthus deltoides",4521791.92200791,551900.137144475,0.122053413041484
"Dianthus giganteus",20724.2557700836,142.778046170193,0.0068894172970158
"Dichanthelium acuminatum",200254.042897379,0,0
"Dichodon viscidum",421364.090574365,2165.59607421391,0.00513948891862608
"Dichondra repens",1179860.56797022,1873.84368608368,0.00158819078877037
"Dichrocephala integrifolia",459588.558893985,60086.7307245085,0.130740266618275
"Dichrostachys cinerea",3428469.74234067,0,0
"Dicranopteris flexuosa",128006.92258457,1607.46225786539,0.0125576197396933
"Dicranopteris linearis",1509504.06064619,58171.8136838279,0.038537036898679
"Dictamnus albus",1912974.22525939,111006.174474798,0.0580280554798096
"Digera muricata",379808.294048621,0,0
"Digitalis ferruginea",415505.262937695,16128.9945330744,0.0388177863718008
"Digitalis grandiflora",1883326.85266487,159472.877540321,0.084676155556679
"Digitalis lanata",346671.805779956,14152.3131281191,0.0408233749966447
"Digitaria abyssinica",53058.5165153209,0,0
"Digitaria bicornis",360162.337412525,0,0
"Digitaria fuscescens",8794.64871039091,411.567638239311,0.0467975074152811
"Digitaria ischaemum",1117770.88227543,1391.47306583207,0.00124486429902295
"Digitaria longiflora",670443.285189399,411.567638239311,0.000613873906012861
"Digitaria mollicoma",20776.6369215463,411.567638239311,0.0198091558221579
"Digitaria nuda",52086.9925139038,411.567638239311,0.00790154352124381
"Digitaria sanguinalis",1868521.26331229,2620.63380628115,0.00140251751892596
"Digitaria setigera",42331.0656475791,411.567638239311,0.00972259100835673
"Digitaria violascens",405656.74989098,411.567638239311,0.00101457115738841
"Dillenia indica",695459.012313247,482.790165074776,0.000694203621675577
"Dimeria ornithopoda",235684.210827492,28126.4397827952,0.11933951656771
"Dinebra retroflexa",189574.134874635,16891.7729669644,0.0891037850608411
"Diodia virginiana",1820186.40794378,0,0
"Dioscorea alata",163409.160861067,78386.9100025664,0.479697157671669
"Dioscorea pentaphylla",108855.076800695,66190.9519692738,0.608064905327879
"Diospyros ebenum",44158.7711233819,7994.35152549353,0.181036548846817
"Diospyros lotus",344967.147348039,17228.5368373834,0.0499425437170728
"Diplazium proliferum",145394.694639445,2898.62328175507,0.0199362383128435
"Diplotaxis erucoides",1018493.41604058,23263.3387782466,0.0228409319214683
"Dipsacus fullonum",3036622.23258982,84148.459394189,0.0277112044070171
"Dipsacus laciniatus",1498542.54804281,88260.176653787,0.0588973444691711
"Discocactus ferricola",10898.6735647386,4486.09507304382,0.411618445712335
"Dodonaea viscosa",5526481.50466081,7057.32770245549,0.00127700195802766
"Dolomiaea costus",4538.16272676581,4538.16272676581,1
"Doronicum grandiflorum",366871.507609013,0,0
"Doronicum pardalianches",1022019.59757765,51346.636368875,0.0502403637763649
"Doronicum plantagineum",772746.064963111,29926.7733087333,0.0387278236223201
"Dovyalis hebecarpa",0,0,NA
"Draba muralis",6341940.0681315,504866.170117708,0.079607527774455
"Draba nemorosa",2783155.77614575,142399.665329865,0.051164820363403
"Draba verna",3988772.37245398,0,0
"Dracaena angustifolia",221397.965615551,2835.77028864371,0.0128084749142091
"Dracocephalum thymiflorum",1308915.00851389,44206.9518901387,0.0337737374868443
"Dracunculus vulgaris",343815.109120889,17704.1387636021,0.0514931958891229
"Drosera capillaris",630039.362128883,9893.29206071978,0.0157026570963609
"Drosera filiformis",81927.5305359552,44295.5581564567,0.540667561522765
"Drosera intermedia",2817711.20332297,598147.895118484,0.212281476686851
"Drosera rotundifolia",7483838.40383449,639793.316309491,0.0854899961471215
"Drymaria cordata",1485406.70373408,104848.814705283,0.0705859307364838
"Dryopteris affinis",1568374.71093761,64251.7920264164,0.0409671181117205
"Dryopteris dilatata",2586547.19105807,0,0
"Dryopteris filix-mas",6139038.99917299,141606.678204846,0.0230665871684351
"Duranta stenostachya",637.44294485532,0,0
"Dysphania botrys",926568.659102036,28339.1869071007,0.0305850911626614
"Ecballium elaterium",2046479.11245686,6130.84589233095,0.00299580184083613
"Echinacea purpurea",1871487.95192731,630157.751416093,0.33671483204962
"Echinocystis lobata",1960392.45844919,142510.362912999,0.0726948128670803
"Echinops exaltatus",47018.3007103037,11212.3783804173,0.238468388075119
"Echinops ritro",2392674.08830343,40492.4405837044,0.0169235086306369
"Echinops sphaerocephalus",2551365.79307193,98288.9400490524,0.038524048694213
